home_scoring_offense,home_scoring_defense,away_scoring_offense,away_scoring_defense,home_won
1.570512821,1.820512821,0.782051282,-8.967948718,0
-3,1.349358974,8.003205128,-1.602564103,0
7.810897436,-4.298076923,8.003205128,-1.602564103,1
5.548076923,-0.259615385,8.003205128,-1.602564103,0
-5.634615385,-0.730769231,8.003205128,-1.602564103,1
0.782051282,-8.967948718,8.003205128,-1.602564103,0
2.230769231,-2.403846154,8.003205128,-1.602564103,1
-4.913461538,9.108974359,8.003205128,-1.602564103,1
7.096153846,-1.349358974,8.003205128,-1.602564103,0
-3,1.349358974,-5.634615385,-0.730769231,0
2.794871795,4.608974359,-5.634615385,-0.730769231,1
1.416666667,3.737179487,-5.634615385,-0.730769231,0
-5.333333333,3.461538462,-5.634615385,-0.730769231,0
5.548076923,-0.259615385,-5.634615385,-0.730769231,0
-11.00320513,4.237179487,-5.634615385,-0.730769231,1
-4.913461538,9.108974359,-5.634615385,-0.730769231,1
0.717948718,-6.275641026,-5.634615385,-0.730769231,1
-3,1.349358974,5.548076923,-0.259615385,1
2.794871795,4.608974359,5.548076923,-0.259615385,0
1.416666667,3.737179487,5.548076923,-0.259615385,1
-5.333333333,3.461538462,5.548076923,-0.259615385,0
-5.634615385,-0.730769231,5.548076923,-0.259615385,0
-4.913461538,9.108974359,5.548076923,-0.259615385,0
0.717948718,-6.275641026,5.548076923,-0.259615385,0
-3.076923077,-2.894230769,5.548076923,-0.259615385,0
2.794871795,4.608974359,1.416666667,3.737179487,0
-5.333333333,3.461538462,1.416666667,3.737179487,0
3.21474359,-0.349358974,1.416666667,3.737179487,1
-2.753205128,5.826923077,1.416666667,3.737179487,1
0.717948718,-6.275641026,1.416666667,3.737179487,0
6.368589744,0.259615385,1.416666667,3.737179487,1
5.150641026,-1.580128205,1.416666667,3.737179487,1
1.570512821,1.820512821,1.416666667,3.737179487,1
2.794871795,4.608974359,-3,1.349358974,1
-6.041666667,-2.125,-3,1.349358974,0
8.003205128,-1.602564103,-3,1.349358974,1
-1.483974359,-4.650641026,-3,1.349358974,0
-4.913461538,9.108974359,-3,1.349358974,0
0.717948718,-6.275641026,-3,1.349358974,0
7.096153846,-1.349358974,-3,1.349358974,0
1.570512821,1.820512821,-3,1.349358974,0
2.794871795,4.608974359,0.717948718,-6.275641026,0
3.21474359,-0.349358974,0.717948718,-6.275641026,0
5.548076923,-0.259615385,0.717948718,-6.275641026,0
-5.634615385,-0.730769231,0.717948718,-6.275641026,1
8.003205128,-1.602564103,0.717948718,-6.275641026,1
7.096153846,-1.349358974,0.717948718,-6.275641026,1
5.150641026,-1.580128205,0.717948718,-6.275641026,0
0.967948718,0.278846154,0.717948718,-6.275641026,0
2.794871795,4.608974359,-5.333333333,3.461538462,1
1.416666667,3.737179487,-5.333333333,3.461538462,0
-6.041666667,-2.125,-5.333333333,3.461538462,0
3.21474359,-0.349358974,-5.333333333,3.461538462,1
-2.753205128,5.826923077,-5.333333333,3.461538462,1
0.717948718,-6.275641026,-5.333333333,3.461538462,0
6.368589744,0.259615385,-5.333333333,3.461538462,1
5.150641026,-1.580128205,-5.333333333,3.461538462,1
1.416666667,3.737179487,-1.766025641,-2.759615385,0
-5.333333333,3.461538462,-1.766025641,-2.759615385,1
-2.753205128,5.826923077,-1.766025641,-2.759615385,1
-8.810897436,2.782051282,-1.766025641,-2.759615385,1
6.368589744,0.259615385,-1.766025641,-2.759615385,1
-3.076923077,-2.894230769,-1.766025641,-2.759615385,1
4.288461538,-5.282051282,-1.766025641,-2.759615385,1
0.967948718,0.278846154,-1.766025641,-2.759615385,1
1.416666667,3.737179487,5.150641026,-1.580128205,0
-5.333333333,3.461538462,5.150641026,-1.580128205,1
7.810897436,-4.298076923,5.150641026,-1.580128205,1
3.21474359,-0.349358974,5.150641026,-1.580128205,1
5.548076923,-0.259615385,5.150641026,-1.580128205,1
-5.634615385,-0.730769231,5.150641026,-1.580128205,0
-8.810897436,2.782051282,5.150641026,-1.580128205,0
-1.766025641,-2.759615385,5.150641026,-1.580128205,0
1.416666667,3.737179487,3.21474359,-0.349358974,1
-5.333333333,3.461538462,3.21474359,-0.349358974,1
5.548076923,-0.259615385,3.21474359,-0.349358974,1
-5.634615385,-0.730769231,3.21474359,-0.349358974,0
0.782051282,-8.967948718,3.21474359,-0.349358974,1
-8.810897436,2.782051282,3.21474359,-0.349358974,0
-1.766025641,-2.759615385,3.21474359,-0.349358974,1
5.150641026,-1.580128205,3.21474359,-0.349358974,1
-6.041666667,-2.125,1.570512821,1.820512821,0
7.810897436,-4.298076923,1.570512821,1.820512821,1
0.782051282,-8.967948718,1.570512821,1.820512821,0
8.003205128,-1.602564103,1.570512821,1.820512821,0
-2.416666667,-2.862179487,1.570512821,1.820512821,0
7.096153846,-1.349358974,1.570512821,1.820512821,0
-8.810897436,2.782051282,1.570512821,1.820512821,0
4.288461538,-5.282051282,1.570512821,1.820512821,1
7.810897436,-4.298076923,-6.041666667,-2.125,1
0.782051282,-8.967948718,-6.041666667,-2.125,1
-2.753205128,5.826923077,-6.041666667,-2.125,1
8.003205128,-1.602564103,-6.041666667,-2.125,1
-2.416666667,-2.862179487,-6.041666667,-2.125,0
7.096153846,-1.349358974,-6.041666667,-2.125,1
4.288461538,-5.282051282,-6.041666667,-2.125,1
1.570512821,1.820512821,-6.041666667,-2.125,0
3.21474359,-0.349358974,2.794871795,4.608974359,0
5.548076923,-0.259615385,2.794871795,4.608974359,1
-5.189102564,4.576923077,2.794871795,4.608974359,0
-5.634615385,-0.730769231,2.794871795,4.608974359,0
8.003205128,-1.602564103,2.794871795,4.608974359,1
0.717948718,-6.275641026,2.794871795,4.608974359,0
7.096153846,-1.349358974,2.794871795,4.608974359,0
5.150641026,-1.580128205,2.794871795,4.608974359,1
3.21474359,-0.349358974,-2.753205128,5.826923077,1
-11.00320513,4.237179487,-2.753205128,5.826923077,0
-5.189102564,4.576923077,-2.753205128,5.826923077,0
-5.564102564,3.28525641,-2.753205128,5.826923077,0
-8.810897436,2.782051282,-2.753205128,5.826923077,1
-1.766025641,-2.759615385,-2.753205128,5.826923077,1
6.368589744,0.259615385,-2.753205128,5.826923077,1
5.150641026,-1.580128205,-2.753205128,5.826923077,1
3.21474359,-0.349358974,6.368589744,0.259615385,0
-11.00320513,4.237179487,6.368589744,0.259615385,1
-5.189102564,4.576923077,6.368589744,0.259615385,1
-2.753205128,5.826923077,6.368589744,0.259615385,1
-2.416666667,-2.862179487,6.368589744,0.259615385,1
-8.810897436,2.782051282,6.368589744,0.259615385,1
-1.766025641,-2.759615385,6.368589744,0.259615385,0
5.150641026,-1.580128205,6.368589744,0.259615385,0
-11.00320513,4.237179487,0.967948718,0.278846154,0
-5.189102564,4.576923077,0.967948718,0.278846154,1
-2.753205128,5.826923077,0.967948718,0.278846154,1
-1.483974359,-4.650641026,0.967948718,0.278846154,1
2.230769231,-2.403846154,0.967948718,0.278846154,1
7.096153846,-1.349358974,0.967948718,0.278846154,1
6.368589744,0.259615385,0.967948718,0.278846154,1
-3.076923077,-2.894230769,0.967948718,0.278846154,1
-11.00320513,4.237179487,-3.076923077,-2.894230769,1
-5.189102564,4.576923077,-3.076923077,-2.894230769,1
-2.753205128,5.826923077,-3.076923077,-2.894230769,1
8.003205128,-1.602564103,-3.076923077,-2.894230769,1
-1.483974359,-4.650641026,-3.076923077,-2.894230769,1
2.230769231,-2.403846154,-3.076923077,-2.894230769,1
6.368589744,0.259615385,-3.076923077,-2.894230769,1
0.967948718,0.278846154,-3.076923077,-2.894230769,0
3.689102564,-7.756410256,2.28525641,-0.128205128,1
-4.971153846,1.201923077,2.28525641,-0.128205128,1
-0.932692308,-0.810897436,2.28525641,-0.128205128,1
-1.099358974,3.182692308,2.28525641,-0.128205128,0
-9.08974359,3.916666667,2.28525641,-0.128205128,0
-4.179487179,-2.730769231,2.28525641,-0.128205128,0
0.025641026,-1.855769231,2.28525641,-0.128205128,0
4.294871795,-2.926282051,2.28525641,-0.128205128,0
3.689102564,-7.756410256,-1.836538462,6.275641026,1
0.112179487,-2.592948718,-1.836538462,6.275641026,0
3.737179487,-2.929487179,-1.836538462,6.275641026,0
-3.096153846,-2.746794872,-1.836538462,6.275641026,0
-1.724358974,3.599358974,-1.836538462,6.275641026,1
-4.179487179,-2.730769231,-1.836538462,6.275641026,0
0.025641026,-1.855769231,-1.836538462,6.275641026,1
0.173076923,2.766025641,-1.836538462,6.275641026,0
3.689102564,-7.756410256,-4.971153846,1.201923077,1
-3.862179487,-2.967948718,-4.971153846,1.201923077,0
-5.288461538,0.233974359,-4.971153846,1.201923077,1
-3.647435897,6.336538462,-4.971153846,1.201923077,1
1.923076923,-7.272435897,-4.971153846,1.201923077,1
1.054487179,-1.355769231,-4.971153846,1.201923077,1
-3.496794872,6.21474359,-4.971153846,1.201923077,1
1.900641026,4.919871795,-4.971153846,1.201923077,1
3.689102564,-7.756410256,-4.179487179,-2.730769231,1
-2.253205128,-3.657051282,-4.179487179,-2.730769231,1
0.112179487,-2.592948718,-4.179487179,-2.730769231,1
3.737179487,-2.929487179,-4.179487179,-2.730769231,1
-3.756410256,-0.349358974,-4.179487179,-2.730769231,0
3.442307692,2.009615385,-4.179487179,-2.730769231,1
-9.08974359,3.916666667,-4.179487179,-2.730769231,0
4.294871795,-2.926282051,-4.179487179,-2.730769231,1
3.689102564,-7.756410256,-0.932692308,-0.810897436,1
-1.099358974,3.182692308,-0.932692308,-0.810897436,1
-5.288461538,0.233974359,-0.932692308,-0.810897436,1
2.28525641,-0.128205128,-0.932692308,-0.810897436,1
-9.08974359,3.916666667,-0.932692308,-0.810897436,1
-4.179487179,-2.730769231,-0.932692308,-0.810897436,0
0.025641026,-1.855769231,-0.932692308,-0.810897436,1
4.294871795,-2.926282051,-0.932692308,-0.810897436,1
3.689102564,-7.756410256,0.173076923,2.766025641,1
0.112179487,-2.592948718,0.173076923,2.766025641,0
1.900641026,4.230769231,0.173076923,2.766025641,0
3.737179487,-2.929487179,0.173076923,2.766025641,0
-3.096153846,-2.746794872,0.173076923,2.766025641,1
-1.836538462,6.275641026,0.173076923,2.766025641,0
-1.724358974,3.599358974,0.173076923,2.766025641,1
-4.179487179,-2.730769231,0.173076923,2.766025641,0
3.689102564,-7.756410256,-2.253205128,-3.657051282,1
-0.932692308,-0.810897436,-2.253205128,-3.657051282,0
-1.836538462,6.275641026,-2.253205128,-3.657051282,1
3.442307692,2.009615385,-2.253205128,-3.657051282,1
2.28525641,-0.128205128,-2.253205128,-3.657051282,1
-4.179487179,-2.730769231,-2.253205128,-3.657051282,0
5.096153846,1.067307692,-2.253205128,-3.657051282,0
0.173076923,2.766025641,-2.253205128,-3.657051282,1
3.689102564,-7.756410256,3.442307692,2.009615385,1
-0.932692308,-0.810897436,3.442307692,2.009615385,0
-2.253205128,-3.657051282,3.442307692,2.009615385,1
-1.836538462,6.275641026,3.442307692,2.009615385,0
2.28525641,-0.128205128,3.442307692,2.009615385,1
-4.179487179,-2.730769231,3.442307692,2.009615385,0
0.173076923,2.766025641,3.442307692,2.009615385,0
1.900641026,4.919871795,3.442307692,2.009615385,0
2.016025641,-4.08974359,1.923076923,-7.272435897,1
0.112179487,-2.592948718,1.923076923,-7.272435897,0
1.900641026,4.230769231,1.923076923,-7.272435897,1
-3.862179487,-2.967948718,1.923076923,-7.272435897,0
-5.288461538,0.233974359,1.923076923,-7.272435897,1
-3.647435897,6.336538462,1.923076923,-7.272435897,0
3.256410256,-0.576923077,1.923076923,-7.272435897,0
1.092948718,3.429487179,1.923076923,-7.272435897,0
2.016025641,-4.08974359,1.182692308,-3.301282051,1
-3.756410256,-0.349358974,1.182692308,-3.301282051,0
-3.096153846,-2.746794872,1.182692308,-3.301282051,1
-1.836538462,6.275641026,1.182692308,-3.301282051,1
-1.724358974,3.599358974,1.182692308,-3.301282051,0
12.05128205,-1.336538462,1.182692308,-3.301282051,1
5.096153846,1.067307692,1.182692308,-3.301282051,1
0.173076923,2.766025641,1.182692308,-3.301282051,1
2.016025641,-4.08974359,1.900641026,4.230769231,1
-0.932692308,-0.810897436,1.900641026,4.230769231,0
-1.099358974,3.182692308,1.900641026,4.230769231,0
-3.096153846,-2.746794872,1.900641026,4.230769231,0
2.28525641,-0.128205128,1.900641026,4.230769231,1
0.025641026,-1.855769231,1.900641026,4.230769231,0
3.256410256,-0.576923077,1.900641026,4.230769231,1
1.092948718,3.429487179,1.900641026,4.230769231,0
2.016025641,-4.08974359,-3.647435897,6.336538462,1
-4.971153846,1.201923077,-3.647435897,6.336538462,0
-5.288461538,0.233974359,-3.647435897,6.336538462,1
-3.756410256,-0.349358974,-3.647435897,6.336538462,1
-4.179487179,-2.730769231,-3.647435897,6.336538462,1
1.092948718,3.429487179,-3.647435897,6.336538462,1
5.096153846,1.067307692,-3.647435897,6.336538462,0
-3.496794872,6.21474359,-3.647435897,6.336538462,1
2.016025641,-4.08974359,1.092948718,3.429487179,1
-4.971153846,1.201923077,1.092948718,3.429487179,0
-1.099358974,3.182692308,1.092948718,3.429487179,0
-3.862179487,-2.967948718,1.092948718,3.429487179,0
-1.836538462,6.275641026,1.092948718,3.429487179,1
1.923076923,-7.272435897,1.092948718,3.429487179,1
0.025641026,-1.855769231,1.092948718,3.429487179,0
-3.496794872,6.21474359,1.092948718,3.429487179,0
2.016025641,-4.08974359,-5.288461538,0.233974359,1
-4.971153846,1.201923077,-5.288461538,0.233974359,0
-3.647435897,6.336538462,-5.288461538,0.233974359,1
-3.756410256,-0.349358974,-5.288461538,0.233974359,0
3.442307692,2.009615385,-5.288461538,0.233974359,0
1.092948718,3.429487179,-5.288461538,0.233974359,0
5.096153846,1.067307692,-5.288461538,0.233974359,0
-3.496794872,6.21474359,-5.288461538,0.233974359,0
2.016025641,-4.08974359,3.256410256,-0.576923077,1
-0.932692308,-0.810897436,3.256410256,-0.576923077,1
-1.099358974,3.182692308,3.256410256,-0.576923077,1
1.900641026,4.230769231,3.256410256,-0.576923077,1
2.28525641,-0.128205128,3.256410256,-0.576923077,1
0.025641026,-1.855769231,3.256410256,-0.576923077,1
12.05128205,-1.336538462,3.256410256,-0.576923077,1
1.092948718,3.429487179,3.256410256,-0.576923077,1
2.016025641,-4.08974359,-3.862179487,-2.967948718,1
1.900641026,4.230769231,-3.862179487,-2.967948718,1
-5.288461538,0.233974359,-3.862179487,-2.967948718,1
-3.647435897,6.336538462,-3.862179487,-2.967948718,1
1.923076923,-7.272435897,-3.862179487,-2.967948718,1
3.256410256,-0.576923077,-3.862179487,-2.967948718,0
1.092948718,3.429487179,-3.862179487,-2.967948718,1
0.173076923,2.766025641,-3.862179487,-2.967948718,1
-4.971153846,1.201923077,5.096153846,1.067307692,0
-3.756410256,-0.349358974,5.096153846,1.067307692,0
-3.096153846,-2.746794872,5.096153846,1.067307692,0
-1.724358974,3.599358974,5.096153846,1.067307692,1
4.294871795,-2.926282051,5.096153846,1.067307692,1
1.054487179,-1.355769231,5.096153846,1.067307692,0
-3.496794872,6.21474359,5.096153846,1.067307692,1
1.900641026,4.919871795,5.096153846,1.067307692,0
-4.971153846,1.201923077,2.016025641,-4.08974359,0
-1.099358974,3.182692308,2.016025641,-4.08974359,1
-3.862179487,-2.967948718,2.016025641,-4.08974359,0
3.737179487,-2.929487179,2.016025641,-4.08974359,1
1.923076923,-7.272435897,2.016025641,-4.08974359,0
0.025641026,-1.855769231,2.016025641,-4.08974359,1
1.092948718,3.429487179,2.016025641,-4.08974359,0
-3.496794872,6.21474359,2.016025641,-4.08974359,1
-4.971153846,1.201923077,-3.756410256,-0.349358974,0
-3.096153846,-2.746794872,-3.756410256,-0.349358974,1
-1.724358974,3.599358974,-3.756410256,-0.349358974,1
-9.08974359,3.916666667,-3.756410256,-0.349358974,1
1.054487179,-1.355769231,-3.756410256,-0.349358974,0
5.096153846,1.067307692,-3.756410256,-0.349358974,1
-3.496794872,6.21474359,-3.756410256,-0.349358974,0
1.900641026,4.919871795,-3.756410256,-0.349358974,1
-4.971153846,1.201923077,-3.496794872,6.21474359,0
-2.253205128,-3.657051282,-3.496794872,6.21474359,0
-3.862179487,-2.967948718,-3.496794872,6.21474359,1
-5.288461538,0.233974359,-3.496794872,6.21474359,1
-3.647435897,6.336538462,-3.496794872,6.21474359,1
1.923076923,-7.272435897,-3.496794872,6.21474359,1
1.054487179,-1.355769231,-3.496794872,6.21474359,0
1.900641026,4.919871795,-3.496794872,6.21474359,1
-0.932692308,-0.810897436,4.294871795,-2.926282051,1
-2.253205128,-3.657051282,4.294871795,-2.926282051,1
1.900641026,4.230769231,4.294871795,-2.926282051,1
3.442307692,2.009615385,4.294871795,-2.926282051,0
2.28525641,-0.128205128,4.294871795,-2.926282051,1
-9.08974359,3.916666667,4.294871795,-2.926282051,0
3.256410256,-0.576923077,4.294871795,-2.926282051,0
-3.496794872,6.21474359,4.294871795,-2.926282051,0
-0.932692308,-0.810897436,-9.08974359,3.916666667,0
-2.253205128,-3.657051282,-9.08974359,3.916666667,1
1.900641026,4.230769231,-9.08974359,3.916666667,0
-3.647435897,6.336538462,-9.08974359,3.916666667,1
3.442307692,2.009615385,-9.08974359,3.916666667,1
2.28525641,-0.128205128,-9.08974359,3.916666667,1
3.256410256,-0.576923077,-9.08974359,3.916666667,0
4.294871795,-2.926282051,-9.08974359,3.916666667,1
-0.932692308,-0.810897436,1.900641026,4.919871795,0
-5.288461538,0.233974359,1.900641026,4.919871795,0
-3.647435897,6.336538462,1.900641026,4.919871795,1
-3.756410256,-0.349358974,1.900641026,4.919871795,0
1.182692308,-3.301282051,1.900641026,4.919871795,1
12.05128205,-1.336538462,1.900641026,4.919871795,1
1.054487179,-1.355769231,1.900641026,4.919871795,1
5.096153846,1.067307692,1.900641026,4.919871795,1
-2.253205128,-3.657051282,3.689102564,-7.756410256,0
0.112179487,-2.592948718,3.689102564,-7.756410256,1
3.737179487,-2.929487179,3.689102564,-7.756410256,0
3.442307692,2.009615385,3.689102564,-7.756410256,0
-9.08974359,3.916666667,3.689102564,-7.756410256,0
-4.179487179,-2.730769231,3.689102564,-7.756410256,0
4.294871795,-2.926282051,3.689102564,-7.756410256,0
1.054487179,-1.355769231,3.689102564,-7.756410256,0
-2.253205128,-3.657051282,3.737179487,-2.929487179,1
0.112179487,-2.592948718,3.737179487,-2.929487179,1
-1.099358974,3.182692308,3.737179487,-2.929487179,0
1.182692308,-3.301282051,3.737179487,-2.929487179,1
-1.836538462,6.275641026,3.737179487,-2.929487179,0
3.442307692,2.009615385,3.737179487,-2.929487179,1
12.05128205,-1.336538462,3.737179487,-2.929487179,1
0.173076923,2.766025641,3.737179487,-2.929487179,0
-2.253205128,-3.657051282,0.112179487,-2.592948718,0
3.737179487,-2.929487179,0.112179487,-2.592948718,1
1.182692308,-3.301282051,0.112179487,-2.592948718,1
-1.836538462,6.275641026,0.112179487,-2.592948718,0
3.442307692,2.009615385,0.112179487,-2.592948718,1
3.256410256,-0.576923077,0.112179487,-2.592948718,0
12.05128205,-1.336538462,0.112179487,-2.592948718,1
0.173076923,2.766025641,0.112179487,-2.592948718,0
0.112179487,-2.592948718,-1.724358974,3.599358974,0
3.737179487,-2.929487179,-1.724358974,3.599358974,1
1.182692308,-3.301282051,-1.724358974,3.599358974,1
-3.096153846,-2.746794872,-1.724358974,3.599358974,1
12.05128205,-1.336538462,-1.724358974,3.599358974,1
1.054487179,-1.355769231,-1.724358974,3.599358974,1
1.092948718,3.429487179,-1.724358974,3.599358974,1
1.900641026,4.919871795,-1.724358974,3.599358974,1
0.112179487,-2.592948718,-3.096153846,-2.746794872,0
-3.862179487,-2.967948718,-3.096153846,-2.746794872,1
3.737179487,-2.929487179,-3.096153846,-2.746794872,1
1.182692308,-3.301282051,-3.096153846,-2.746794872,1
-1.724358974,3.599358974,-3.096153846,-2.746794872,0
12.05128205,-1.336538462,-3.096153846,-2.746794872,1
1.054487179,-1.355769231,-3.096153846,-2.746794872,1
1.900641026,4.919871795,-3.096153846,-2.746794872,1
-1.099358974,3.182692308,0.025641026,-1.855769231,1
1.900641026,4.230769231,0.025641026,-1.855769231,0
-3.862179487,-2.967948718,0.025641026,-1.855769231,0
-1.724358974,3.599358974,0.025641026,-1.855769231,0
1.923076923,-7.272435897,0.025641026,-1.855769231,1
-9.08974359,3.916666667,0.025641026,-1.855769231,0
3.256410256,-0.576923077,0.025641026,-1.855769231,1
4.294871795,-2.926282051,0.025641026,-1.855769231,1
1.900641026,4.230769231,-1.099358974,3.182692308,1
-3.862179487,-2.967948718,-1.099358974,3.182692308,1
1.182692308,-3.301282051,-1.099358974,3.182692308,1
1.923076923,-7.272435897,-1.099358974,3.182692308,1
-9.08974359,3.916666667,-1.099358974,3.182692308,1
0.025641026,-1.855769231,-1.099358974,3.182692308,1
3.256410256,-0.576923077,-1.099358974,3.182692308,0
4.294871795,-2.926282051,-1.099358974,3.182692308,1
-5.288461538,0.233974359,1.054487179,-1.355769231,1
-3.647435897,6.336538462,1.054487179,-1.355769231,0
-3.756410256,-0.349358974,1.054487179,-1.355769231,1
